basu.ac.ir	دانشگاه‌ها
behbahan.ir	شهرداری
behdasht.gov.ir	وزارت بهداشت
behpardakht.com	پرداخت و خدمات بانکی
behpardakht.net	پرداخت و خدمات بانکی
bhrc.gov.ir	مسکن
bhrc.ir	مسکن
bilet.com	حمل‌ونقل
bilit199.com	حمل‌ونقل
bim.org.ir	بانک‌ها
bimbi.ir	کسب‌وکار
bimealborz.ir	بیمه
bimedana.ir	بیمه
bimeh-bazar.com	بیمه
bimeh-markazi.ir	بیمه
bimeh-salamat.ir	بیمه سلامت
bimeh.com	بیمه
bimehasia.co.ir	بیمه
bimehasia.com	بیمه
bimehasia.ir	بیمه
bimehbazar.com	خدمات مالی
bimehmarkazi.ir	بیمه
bimehmosafer.ir	بیمه
bimehmoshaver.com	بیمه
bimehsalamatiran.ir	بیمه سلامت
bimehtajari-novin.com	بیمه
bimekowsar.ir	بیمه
bimema.ir	بیمه
bimemellat.ir	بیمه
bimeparsian.ir	بیمه
bimepasargad.com	بیمه
bimesaman.com	بیمه
bimito.com	خدمات مالی
bimito.ir	بیمه
birjand.ac.ir	دانشگاه‌ها
birjand.ir	شهرداری
bitpin.ir	خدمات مالی
bki.ir	بانک‌ها
bksh.com	کشاورزی
bksh.ir	کشاورزی
blubank.com	بانک‌ها
bmi.ir	بانک‌ها
bojnourd.ir	شهرداری
bonbast.com	خدمات مالی
bonyadmaskan.com	مسکن
boroujerd.ir	شهرداری
bourseagah.com	بورس و بازار سرمایه
boursekalar.ir	بورس و بازار سرمایه
boursenews.ir	بورس و بازار سرمایه
boursepress.ir	بورس و بازار سرمایه
bourseview.com	بورس و بازار سرمایه
bpm.gov.ir	آب و برق
bpm.ir	آب و برق
caa.gov.ir	حمل‌ونقل
cafebazaar.ir	کسب‌وکار
caspienairlines.ir	حمل‌ونقل
cba.ir	بانک‌ها
cbi.ir	بانک‌ها
centinsur.gov.ir	بیمه
centinsur.ir	بیمه
chap.ir	پست
charkhesh.com	کسب‌وکار
charkhoneh.com	کسب‌وکار
charter1.ir	حمل‌ونقل
chidaneh.com	کسب‌وکار
chitgar.ir	کسب‌وکار
clicksite.ir	کسب‌وکار
codal.ir	بورس و بازار سرمایه
codal360.ir	بورس و بازار سرمایه
cra.gov.ir	مخابرات
cra.ir	مخابرات
csdiran.ir	بورس و بازار سرمایه
csp.ihio.gov.ir	بیمه سلامت
dadepardaz.com	پرداخت و خدمات بانکی
dadgostari-tehran.ir	قوه قضائیه
dadgostari.tehran.ir	قوه قضائیه
dadiran.ir	قوه قضائیه
dadresi.ir	قوه قضائیه
dadsetani.ir	قوه قضائیه
damavand.ir	شهرداری
damiparvar.com	کشاورزی
damiparvar.ir	کشاورزی
daneshjooyar.com	کسب‌وکار
daneshjooyar.ir	کسب‌وکار
darmankala.ir	سلامت و درمان
daroo.app	سلامت و درمان
daruino.ir	سلامت و درمان
darukade.com	سلامت و درمان
darukade.ir	سلامت و درمان
dastan.app	کسب‌وکار
delino.com	کسب‌وکار
delino.ir	کسب‌وکار
dezful.ir	شهرداری
diVAN-edalat.ir	قوه قضائیه
digikala-mag.com	کسب‌وکار
digikala-mag.ir	کسب‌وکار
digikala.com	کسب‌وکار
digikala.ir	کسب‌وکار
digipay.com	خدمات مالی
digipay.ir	خدمات مالی
digistyle.com	کسب‌وکار
digistyle.ir	کسب‌وکار
divan-edalat.ir	قوه قضائیه
divar.ir	کسب‌وکار
divarcdn.com	کسب‌وکار
dolat.ir	دولت و خدمات دولتی
doniya-e-eqtesad.com	خدمات مالی
drdr.app	سلامت و درمان
drdr.ir	سلامت و درمان
e-estekhdam.com	کاریابی
e-estekhdam.ir	کاریابی
easytrader.emofid.com	بورس و بازار سرمایه
eblagh.adliran.ir	سامانه‌های قضایی
eblagh.ir	سامانه‌های قضایی
eghadam.com	حمل‌ونقل
eghlim7.ir	کسب‌وکار
eghtesadnews.com	خدمات مالی
eghtesadonline.com	بورس و بازار سرمایه
eitaa.com	خدمات عمومی
eitaa.ir	خدمات عمومی
emalls.ir	کسب‌وکار
emofid.com	بورس و بازار سرمایه
emofid.ir	بورس و بازار سرمایه
enbank.ir	بانک‌ها
epl.irica.gov.ir	گمرک
epl.irica.ir	گمرک
epolice.gov.ir	راهنمایی و رانندگی
epolice.ir	راهنمایی و رانندگی
eservices.tamin.ir	تأمین اجتماعی
esetadiran.com	انرژی
esetadiran.ir	انرژی
esfahan.ir	شهرداری
eslamshahr.ir	شهرداری
evat.ir	مالیات
excoino.com	خدمات مالی
fanava.com	پرداخت و خدمات بانکی
fandogh.cloud	کسب‌وکار
fani.mcls.gov.ir	وزارت کار
faraboom.ir	بانک‌ها
faradars.ir	کسب‌وکار
faradars.org	کسب‌وکار
faraja.ir	سامانه‌های قضایی
faraso.com	خدمات اینترنت
faraso.ir	خدمات اینترنت
farsnews.com	خدمات عمومی
farsnews.ir	خدمات عمومی
fasa.ir	شهرداری
fdi.gov.ir	سلامت و درمان
fdifood.ir	سلامت و درمان
feedino.ir	کسب‌وکار
fidoos.com	کسب‌وکار
filimo.com	کسب‌وکار
filmgardi.com	کسب‌وکار
filmnet.ir	کسب‌وکار
fipiran.com	بورس و بازار سرمایه
flightio.com	حمل‌ونقل
flynax.ir	حمل‌ونقل
flypersia.ir	حمل‌ونقل
flytoday.ir	حمل‌ونقل
g4b.gov.ir	تجارت
g4b.ir	تجارت
gap.im	خدمات عمومی
gapsarv.ir	خدمات عمومی
getapp.ir	کسب‌وکار
ghatar.com	حمل‌ونقل
ghateh.com	کشاورزی
ghateh.ir	کشاورزی
git.ir	کسب‌وکار
gonbad.ir	شهرداری
gorgan.ir	شهرداری
guilan.ac.ir	دانشگاه‌ها
hamedan.ir	شهرداری
hamgam.medu.ir	آموزش و پرورش
hamrahcard.com	پرداخت و خدمات بانکی
hamyarwp.com	کسب‌وکار
hibank.ir	بانک‌ها
hiweb.com	خدمات اینترنت
hiweb.ir	خدمات اینترنت
hormozgan.ac.ir	دانشگاه‌ها
hostiran.net	کسب‌وکار
hostnegar.com	کسب‌وکار
hrmosaic.com	کاریابی
iau.ir	دانشگاه‌ها
iauctb.ac.ir	دانشگاه‌ها
iccima.com	تجارت
iccima.ir	تجارت
idpay.ir	پرداخت و خدمات بانکی
ifara.ir	بورس و بازار سرمایه
ifb.ir	بورس و بازار سرمایه
ifda.gov.ir	سلامت و درمان
ifro.gov.ir	کشاورزی
ifro.ir	کشاورزی
igmc.gov.ir	انرژی
igmc.ir	انرژی
ihio.gov.ir	بیمه سلامت
ihio.ir	بیمه سلامت
ikaap.ir	ثبت اسناد و املاک
ikco.ir	خودرو
ilam.ir	شهرداری
ilna.ir	خدمات عمومی
ilna.news	خدمات عمومی
imam-khomeini.com	گمرک
imam-khomeini.ir	گمرک
ime.co.ir	بورس و بازار سرمایه
imna.ir	سلامت و درمان
imna.news	سلامت و درمان
ina.gov.ir	خدمات عمومی
inhabitat.ir	مسکن
intamedia.tax.gov.ir	مالیات
internet.ir	خدمات اینترنت
invoice.tax.gov.ir	مالیات
iprs.ir	دولت و خدمات دولتی
irairtour.ir	حمل‌ونقل
iran.gov.ir	دولت و خدمات دولتی
iranair.com	حمل‌ونقل
iranairports.ir	حمل‌ونقل
iranamlaak.ir	مسکن
iranbilet.ir	حمل‌ونقل
irancard.ir	پرداخت و خدمات بانکی
irancell.app	خدمات عمومی
irancell.com	خدمات اینترنت
irancell.ir	خدمات اینترنت
iranco.gov.ir	کشاورزی
iranco.ir	کشاورزی
irancode.ir	خدمات اینترنت
irandesert.com	خدمات عمومی
irandesert.ir	خدمات عمومی
irandeserts.ir	خدمات عمومی
irandns.com	کسب‌وکار
irandns.ir	خدمات مالی
irandns.net	کسب‌وکار
irandoe.ir	خدمات عمومی
iranfara.ir	بورس و بازار سرمایه
irangis.ir	حمل‌ونقل
iranianasnaf.gov.ir	تجارت
iranianasnaf.ir	تجارت
iranicard.ir	پرداخت و خدمات بانکی
iranicc.ir	تجارت
iranjib.com	خدمات مالی
iranjib.ir	خدمات مالی
irankhodro.ir	خودرو
irankish.com	پرداخت و خدمات بانکی
iranprkar.ir	وزارت کار
iranserver.com	کسب‌وکار
iranserver.ir	کسب‌وکار
irantalent.com	کاریابی
irenex.ir	بورس و بازار سرمایه
irib.ir	خدمات عمومی
irib.news	خدمات عمومی
iribnews.ir	خدمات عمومی
irica.gov.ir	گمرک
irica.ir	گمرک
iricacard.com	گمرک
iricacard.ir	گمرک
irimc.org	سلامت و درمان
irimo.gov.ir	خدمات عمومی
irimo.ir	خدمات عمومی
irishome.ir	حمل‌ونقل
irna.ir	خدمات عمومی
irna.news	خدمات عمومی
irnet.com	خدمات اینترنت
irnet.ir	خدمات اینترنت
irnic.ir	خدمات اینترنت
isc.co.ir	تجارت
isc.ir	تجارت
isfahan.ir	شهرداری
isfahanu.ac.ir	دانشگاه‌ها
isna.ir	خدمات عمومی
isna.news	خدمات عمومی
ivo.gov.ir	کشاورزی
ivo.ir	کشاورزی
jabama.com	حمل‌ونقل
jabama.ir	حمل‌ونقل
jahrom.ir	شهرداری
javanan.mcls.gov.ir	وزارت کار
jiroft.ir	شهرداری
jobinja.com	کاریابی
jobinja.ir	کاریابی
jobvision.com	کاریابی
jobvision.ir	کاریابی
kalatik.com	کسب‌وکار
kalatik.ir	کسب‌وکار
kara.ir	پست
kara.post.ir	پست
karafarinbank.com	بانک‌ها
karafarininsurance.com	بیمه
karaj.ir	شهرداری
karaneh.travel	حمل‌ونقل
karbaf.ir	وزارت کار
karbama.ir	کاریابی
karboom.com	کاریابی
kargozariagah.ir	بورس و بازار سرمایه
karpino.ir	خودرو
kashan.ir	شهرداری
kashanu.ac.ir	دانشگاه‌ها
kazeroon.ir	شهرداری
kerman.ir	شهرداری
kermanshah.ir	شهرداری
khabaronline.com	خدمات عمومی
khabaronline.ir	خدمات عمومی
kharid-24.ir	کسب‌وکار
kharid24.ir	کسب‌وکار
khodro118.ir	خودرو
khodro45.com	خودرو
khorramabad.ir	شهرداری
khorramshahr.ir	شهرداری
khoy.ir	شهرداری
khu.ac.ir	دانشگاه‌ها
kifpool.me	خدمات مالی
kishair.ir	حمل‌ونقل
lamerd.ir	شهرداری
lendo.ir	خدمات مالی
liara.ir	کسب‌وکار
limoo.host	کسب‌وکار
ltf.medu.ir	آموزش و پرورش
lu.ac.ir	دانشگاه‌ها
mabna-ir.com	آب و برق
mabna-ir.ir	آب و برق
mabna.ir	آب و برق
mahabad.ir	شهرداری
mahan.aero	حمل‌ونقل
mahanair.com	حمل‌ونقل
maja.gov.ir	کشاورزی
maja.ir	کشاورزی
majlesekhobregan.ir	دولت و خدمات دولتی
majlis.ir	دولت و خدمات دولتی
maktabkhooneh.com	کسب‌وکار
maktabkhooneh.org	کسب‌وکار
malard.ir	شهرداری
malayer.ir	شهرداری
maragheh.ir	شهرداری
marvdasht.ir	شهرداری
mashhad.ir	شهرداری
masjedsoleyman.ir	شهرداری
maskan-mehr.ir	مسکن
maskanmehr.ir	مسکن
maxim.ir	حمل‌ونقل
mci.com	خدمات اینترنت
mci.gov.ir	مخابرات
mci.ir	خدمات اینترنت
mcls.gov.ir	وزارت کار
mct.gov.ir	مخابرات
mct.ir	مخابرات
medu.ir	آموزش و پرورش
megamotor.ir	خودرو
meghdadit.com	کسب‌وکار
meghdadit.ir	کسب‌وکار
mehrabad-airport.ir	حمل‌ونقل
mehrnews.com	خدمات عمومی
mehrnews.ir	خدمات عمومی
merajair.com	حمل‌ونقل
mesghal.com	خدمات مالی
metro.tehran.ir	حمل‌ونقل
mfa.gov.ir	دولت و خدمات دولتی
mfa.ir	دولت و خدمات دولتی
miandoab.ir	شهرداری
mihanblockchain.com	خدمات مالی
mihanwebhost.com	کسب‌وکار
mihanwp.com	کسب‌وکار
mimt.gov.ir	تجارت
mimt.ir	تجارت
mizanonline.ir	قوه قضائیه
mizbanfa.com	کسب‌وکار
mizbanfa.net	کسب‌وکار
mobinnet.com	خدمات اینترنت
mobinnet.ir	خدمات اینترنت
mobit.ir	کسب‌وکار
mod.gov.ir	دولت و خدمات دولتی
modares.ac.ir	دانشگاه‌ها
modiranvehicle.com	خودرو
modirno.com	کسب‌وکار
moe.gov.ir	انرژی
moe.ir	انرژی
moe.org.ir	انرژی
mofidonline.com	بورس و بازار سرمایه
moi.ir	دولت و خدمات دولتی
mosbatesabz.com	سلامت و درمان
mosbatesabz.ir	سلامت و درمان
mosharekat.moi.ir	دولت و خدمات دولتی
moshavereto.com	سلامت و درمان
moshavereto.ir	سلامت و درمان
mpn.gov.ir	انرژی
mporg.gov.ir	انرژی
mporg.ir	انرژی
mrbilit.com	حمل‌ونقل
mresalat.ir	بانک‌ها
mrud.gov.ir	راه و شهرسازی
mrud.ir	راه و شهرسازی
msrt.ir	وزارت علوم
muk.ac.ir	دانشگاه‌ها
my.gov.ir	دولت و خدمات دولتی
my.mashhad.ir	شهرداری
my.medu.ir	آموزش و پرورش
my.ssaa.ir	ثبت اسناد و املاک
my.tax.gov.ir	مالیات
my.tehran.ir	شهرداری
myket.ir	کسب‌وکار
naftair.ir	حمل‌ونقل
nahzatmaskan.ir	مسکن
najafabad.ir	شهرداری
namasha.com	کسب‌وکار
namava.ir	کسب‌وکار
netafraz.com	کسب‌وکار
netbox.ir	خدمات اینترنت
neyshabur.ir	شهرداری
nic.gov.ir	خدمات اینترنت
nic.ir	خدمات اینترنت
nicc.ir	تجارت
nigc.gov.ir	انرژی
nigc.ir	انرژی
nioc.gov.ir	انرژی
nioc.ir	انرژی
nit.ac.ir	دانشگاه‌ها
nlai.ir	دولت و خدمات دولتی
nld.gov.ir	کشاورزی
nld.ir	کشاورزی
nobat.ir	سلامت و درمان
nobat.sabteahval.ir	سازمان ثبت احوال
nobitex.com	خدمات مالی
nobitex.ir	خدمات مالی
novinbourse.com	بورس و بازار سرمایه
novinbourse.ir	بورس و بازار سرمایه
nrm.ir	حمل‌ونقل
ntsw.gov.ir	تجارت
ntsw.ir	تجارت
nwsiportal.com	تجارت
nwsiportal.ir	تجارت
okala.com	کسب‌وکار
omidian-insurance.com	بیمه
ostadkar.pro	کسب‌وکار
ostan-th.ir	شهرداری
pada.medu.ir	آموزش و پرورش
pakdasht.ir	شهرداری
pars-online.ir	خدمات اینترنت
parsian-bank.ir	بانک‌ها
parskhodro.com	خودرو
parspack.com	کسب‌وکار
parspack.ir	کسب‌وکار
paya24.ir	پرداخت و خدمات بانکی
payping.ir	پرداخت و خدمات بانکی
paziresh24.com	سلامت و درمان
paziresh24.ir	سلامت و درمان
pec.shaparak.ir	پرداخت و خدمات بانکی
pezeshkan.org	سلامت و درمان
pezeshkonline.ir	سلامت و درمان
pinotravel.com	حمل‌ونقل
pinwork.ir	کسب‌وکار
pishgaman.com	خدمات اینترنت
pishgaman.net	خدمات اینترنت
pishkhan.gov.ir	دولت و خدمات دولتی
pishkhan24.ir	پرداخت و خدمات بانکی
plate.ir	راهنمایی و رانندگی
pmo.ir	حمل‌ونقل
pnu.ac.ir	دانشگاه‌ها
police.ir	سامانه‌های قضایی
portal.ir	کسب‌وکار
ports.ir	حمل‌ونقل
post.gov.ir	پست
post.ir	پست
postaar.ir	پست
postaar.post.ir	پست
postbank.ir	بانک‌ها
president.ir	دولت و خدمات دولتی
prkar.ir	وزارت کار
qazvin.ir	شهرداری
qeshm-air.com	حمل‌ونقل
qeshmair.com	حمل‌ونقل
qods.ir	شهرداری
qom.ir	شهرداری
qoveqazaiyeh.ir	قوه قضائیه
quchan.ir	شهرداری
rafsanjan.ir	شهرداری
rahabar.ir	حمل‌ونقل
rahavard365.com	بورس و بازار سرمایه
rahvar.epolice.ir	راهنمایی و رانندگی
rahvar120.gov.ir	راهنمایی و رانندگی
rahvar120.ir	راهنمایی و رانندگی
raja.ir	حمل‌ونقل
rajatrains.com	حمل‌ونقل
ramzinex.com	خدمات مالی
rasht.ir	شهرداری
razi.ac.ir	دانشگاه‌ها
rc.majlis.ir	دولت و خدمات دولتی
refahi.ir	بیمه
rehoon.com	کسب‌وکار
rehoon.ir	کسب‌وکار
rightel.com	خدمات اینترنت
rightel.ir	خدمات اینترنت
rmto.ir	حمل‌ونقل
roibobo.ir	کسب‌وکار
roocket.ir	کسب‌وکار
roocket.net	کسب‌وکار
rrk.ir	ثبت اسناد و املاک
rubika.app	خدمات عمومی
rubika.ir	خدمات عمومی
saat24.com	خدمات عمومی
saat24.ir	خدمات عمومی
sabadkharid.ir	کسب‌وکار
sabanet.com	خدمات اینترنت
sabanet.ir	خدمات اینترنت
sabt.gov.ir	ثبت اسناد و املاک
sabta.gov.ir	سازمان ثبت احوال
sabteahval.ir	سازمان ثبت احوال
sabtemelk.ssaa.ir	ثبت اسناد و املاک
sabzevar.ir	شهرداری
sabzlearn.com	کسب‌وکار
sabzlearn.ir	کسب‌وکار
sadadpsp.ir	پرداخت و خدمات بانکی
sadf.gov.ir	کشاورزی
sadf.ir	کشاورزی
sadjad.ac.ir	دانشگاه‌ها
safar24.ir	حمل‌ونقل
safar724.com	حمل‌ونقل
sahamedalat.ir	دولت و خدمات دولتی
sahamkhodro.ir	خودرو
sahamyab.com	بورس و بازار سرمایه
sahamyabi.ir	بورس و بازار سرمایه
saipacorp.com	خودرو
sakha.epolice.ir	راهنمایی و رانندگی
sakha.ir	راهنمایی و رانندگی
salamat-electronik.ir	سلامت و درمان
salamat.gov.ir	وزارت بهداشت
salamedad.ir	سلامت و درمان
salavat.ir	بیمه سلامت
salavat.salamat.gov.ir	وزارت بهداشت
saman.mrud.ir	راه و شهرسازی
saman724.ir	پرداخت و خدمات بانکی
samanbank.ir	پرداخت و خدمات بانکی
samanbourse.ir	بورس و بازار سرمایه
samandehi.gov.ir	تجارت
samandehi.ir	تجارت
samaneh.mrud.ir	راه و شهرسازی
samankargosha.ir	بانک‌ها
sana.adliran.ir	سامانه‌های قضایی
sana.gov.ir	سامانه‌های قضایی
sanandaj.ir	شهرداری
sanarate.ir	خدمات مالی
sanjesh.org	سنجش
sanjeshp.ir	سنجش
sapco.ir	خودرو
saqqez.ir	شهرداری
sari.ir	شهرداری
sarmayehinsurance.ir	بیمه
sayancard.ir	پرداخت و خدمات بانکی
sazito.com	کسب‌وکار
sazman-estekhdam.ir	کاریابی
sb24.com	بانک‌ها
sbu.ac.ir	دانشگاه‌ها
semnan.ir	شهرداری
seo.ir	بورس و بازار سرمایه
sep.shaparak.ir	پرداخت و خدمات بانکی
sepehr360.ir	حمل‌ونقل
sepehranair.ir	حمل‌ونقل
sepehrpay.com	پرداخت و خدمات بانکی
shabestan.ir	کسب‌وکار
shabestan.travel	حمل‌ونقل
shad.ir	آموزش و پرورش
shahed.ac.ir	دانشگاه‌ها
shahr-bank.ir	بانک‌ها
shahrdari-esfahan.ir	شهرداری
shahrekord.ir	شهرداری
shahriar.ir	شهرداری
shahroud.ir	شهرداری
shahrsakhtafzar.com	کسب‌وکار
shana.gov.ir	انرژی
shana.ir	انرژی
shaparak.ir	پرداخت و خدمات بانکی
shaparaknet.ir	پرداخت و خدمات بانکی
sharif.edu	دانشگاه‌ها
shatel.com	خدمات اینترنت
shatel.ir	خدمات اینترنت
shenasname.ir	سازمان ثبت احوال
sheypoor.com	کسب‌وکار
sheypur.com	کسب‌وکار
shiraz.ir	شهرداری
shirazu.ac.ir	دانشگاه‌ها
shoghlbank.com	کاریابی
shoghlbank.ir	کاریابی
shora-e-ali.ir	دولت و خدمات دولتی
shora-gc.ir	دولت و خدمات دولتی
shoushtar.ir	شهرداری
sib.ir	سلامت و درمان
sib.salamat.gov.ir	سلامت و درمان
sida.medu.ir	آموزش و پرورش
sinabank.ir	بانک‌ها
sirjan.ir	شهرداری
skums.ac.ir	دانشگاه‌ها
skyroom.ir	کسب‌وکار
skyroom.online	آموزش و پرورش
snaappay.ir	پرداخت و خدمات بانکی
snapp.app	خدمات عمومی
snapp.ir	حمل‌ونقل
snappclub.ir	کسب‌وکار
snappdoctor.app	سلامت و درمان
snappdoctor.ir	سلامت و درمان
snappfood.com	کسب‌وکار
snappfood.ir	کسب‌وکار
snappmarket.com	کسب‌وکار
snapppay.ir	خدمات مالی
snapptrip.com	کسب‌وکار
sokan.academy	کسب‌وکار
sokanacademy.com	کسب‌وکار
sonarhost.ir	کسب‌وکار
soroush.app	خدمات عمومی
soroush.plus	خدمات عمومی
sotoodeh24.com	حمل‌ونقل
srbiau.ac.ir	دانشگاه‌ها
srttu.edu	وزارت علوم
ssaa.ir	ثبت اسناد و املاک
ssaar.ssaa.ir	ثبت اسناد و املاک
sso.tamin.ir	تأمین اجتماعی
tabanair.com	حمل‌ونقل
tabdeal.org	خدمات مالی
tabriz.ir	شهرداری
tabrizu.ac.ir	دانشگاه‌ها
tadbirsaba.ir	بورس و بازار سرمایه
tala.ir	خدمات مالی
tamin.ir	تأمین اجتماعی
tamin365.ir	تأمین اجتماعی
tapsi.ir	حمل‌ونقل
tara.ir	خدمات مالی
taraapp.ir	خدمات مالی
tarafdari.com	کسب‌وکار
tasnimnews.com	خدمات عمومی
tasnimnews.ir	خدمات عمومی
tavanir.ir	انرژی
tavanir.org.ir	انرژی
tax.gov.ir	مالیات
tazavon.ir	راهنمایی و رانندگی
tci.gov.ir	مخابرات
tci.ir	خدمات اینترنت
tebyan.net	کسب‌وکار
technolife.ir	کسب‌وکار
tehran.dadgostari.ir	قوه قضائیه
tehran.ir	شهرداری
tehran137.ir	شهرداری
tehranmaskan.ir	مسکن
tehranmetro.ir	حمل‌ونقل
tehransmartcity.ir	شهرداری
tejaratbank.ir	بانک‌ها
tejaratnews.com	خدمات مالی
tejaratnews.ir	کسب‌وکار
telewebion.com	خدمات عمومی
telewebion.ir	خدمات عمومی
tgju.org	خدمات مالی
thadiran.adliran.ir	سامانه‌های قضایی
thadiran.ir	سامانه‌های قضایی
tikban.com	حمل‌ونقل
timche.com	کسب‌وکار
time.ir	خدمات عمومی
tipax.ir	پست
tipaxco.com	پست
top.ir	پرداخت و خدمات بانکی
toplearn.com	کسب‌وکار
toplearn.ir	کسب‌وکار
torbatjam.ir	شهرداری
torob.com	کسب‌وکار
tosee-coop.ir	خدمات مالی
toseetaavonbank.ir	بانک‌ها
tpp.gov.ir	تجارت
tpp.ir	تجارت
tpww.gov.ir	آب و برق
tpww.ir	آب و برق
tpx.tax.gov.ir	مالیات
tracking.post.ir	پست
treatment.ihio.gov.ir	بیمه سلامت
tsc.ir	گمرک
tsc.irica.gov.ir	گمرک
tse.ir	بورس و بازار سرمایه
tsetmc.com	بورس و بازار سرمایه
tsetmc.ir	بورس و بازار سرمایه
ttac.gov.ir	سلامت و درمان
ttac.ir	سلامت و درمان
tums.ac.ir	دانشگاه‌ها
tvto.ir	وزارت کار
twwtp.gov.ir	آب و برق
twwtp.ir	آب و برق
uast.ac.ir	دانشگاه‌ها
uk.ac.ir	دانشگاه‌ها
um.ac.ir	دانشگاه‌ها
umz.ac.ir	دانشگاه‌ها
uok.ac.ir	دانشگاه‌ها
urmia.ac.ir	دانشگاه‌ها
urmia.ir	شهرداری
ut.ac.ir	دانشگاه‌ها
vamito.ir	خدمات مالی
varamin.ir	شهرداری
varzesh3.com	کسب‌وکار
vbank.ir	بانک‌ها
vicepresident.ir	دولت و خدمات دولتی
vitrinapp.com	کسب‌وکار
wallex.ir	خدمات مالی
way2pay.ir	خدمات مالی
yallacompare.com	حمل‌ونقل
yasouj.ir	شهرداری
yazd.ac.ir	دانشگاه‌ها
yazd.ir	شهرداری
zagrosairlines.com	حمل‌ونقل
zahedan.ir	شهرداری
zanbil.ir	کسب‌وکار
zanjan.ir	شهرداری
zarinpal.com	پرداخت و خدمات بانکی
zitel.com	خدمات اینترنت
zitel.ir	خدمات اینترنت
znu.ac.ir	دانشگاه‌ها
zoomit.ir	کسب‌وکار
